id,category,name,brand,department,distribution_center_id,cost,retail_price
2277,Fashion Hoodies & Sweatshirts,Ed Hardy Womens Specialty Floral Butterlfly Hoodie - White,Ed Hardy,Women,5,16.9,34.99
2278,Fashion Hoodies & Sweatshirts,Candie's Girls Striped Hoodie & Tank Set,Candies,Women,1,15.95,34
2279,Fashion Hoodies & Sweatshirts,Living Dead Souls Womens Hoodie -Black/White,Living Dead Souls,Women,6,14.01,30
2280,Fashion Hoodies & Sweatshirts,Bella Ladies 100% Cotton Fleece Two Tone Raglan Full Zip Hoody Hooded Sweatshirt - Deep Heather/Black,Bella,Women,4,14.44,27.99
2281,Fashion Hoodies & Sweatshirts,Fox Racing - Fox Girls Hoody - Overcast,Fox Racing,Women,7,23.54,54.5
2282,Fashion Hoodies & Sweatshirts,Planet Earth Spent Women's Fullzip Hoodie Plum Sz M,Planet Earth,Women,5,16.15,33.16
2283,Fashion Hoodies & Sweatshirts,Bella Raglan Full-Zip Hooded Sweatshirt,Active Products,Women,2,12.93,26.99
2284,Fashion Hoodies & Sweatshirts,Anna-Kaci S/M Fit Grey Reindeer Squirrel Pattern Heart Striped Hoodie Jacket,Anna-Kaci,Women,7,15.14,30.9
2285,Fashion Hoodies & Sweatshirts,Ladies V Neck Hooded Pullover Lilac,MV Sport,Women,6,15.82,32.9
2286,Fashion Hoodies & Sweatshirts,Mod-O-Doc Women's Slub Jersey Zip Hoodie,Mod-O-Doc,Women,7,23.08,44.56
2287,Fashion Hoodies & Sweatshirts,Bella Ladies 100% Cotton Fleece Raglan Full-Zip Hooded Hoody Sweatshirt - White,Bella,Women,4,12.78,29.99
2288,Fashion Hoodies & Sweatshirts,Classic Fitted Basic Zip Up Hoodied Sweater (XL Brown),blank apparel,Women,1,9.8,20.99
2289,Fashion Hoodies & Sweatshirts,Walls 37061FK Ladies Crown/Swirl Print Sweatshirt Hooded,Walls,Women,8,15.14,29.58
2290,Fashion Hoodies & Sweatshirts,Anna-Kaci S/M Fit Black and Gold Graffiti Inspired Graphic Print Zip Up Hoodie,Anna-Kaci,Women,7,12.36,27.9
2291,Fashion Hoodies & Sweatshirts,Anna-Kaci S/M Fit Multicoloured Graffit Inspired Graphic Print Zip Up Hoodie,Anna-Kaci,Women,7,13.36,27.9
2292,Fashion Hoodies & Sweatshirts,Next Level Soft Thermal Hoodie,Next Level,Women,6,10.25,19.82
2293,Fashion Hoodies & Sweatshirts,Ladies White Form Fitted Tunic Top with Hoodie,FineBrandShop,Women,7,12.08,23.5
2294,Fashion Hoodies & Sweatshirts,Allegra K Ladies Plush Lining Ribbed Cuff Gray Hooded Overcoat S,Allegra K,Women,9,13.37,27.12
2295,Fashion Hoodies & Sweatshirts,Boxercraft V-Neck Cotton Knit Hoodie Very comfortable - Navy,Boxercraft,Women,2,10.81,23
2296,Fashion Hoodies & Sweatshirts,Independent Trading Co Deluxe Fleece Zip Hoodie,Independent Trading Co,Women,10,17.53,36.99
2297,Fashion Hoodies & Sweatshirts,Jenni Stars French Terry Jacket,Jenni,Women,8,14.35,29.41
2298,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeves Pure Hooded Double Zipper Side Pocket Hoodie Black S,Allegra K,Women,9,10.71,25.39
2299,Fashion Hoodies & Sweatshirts,Fleece Raw Edge Zip Fashion Hoodie Gray,Boxercraft,Women,2,12.45,23.99
2300,Fashion Hoodies & Sweatshirts,Juniors Fushia Spring Hoodie Zipper Jacket,FineBrandShop,Women,7,7.99,18.9
2301,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeve Solid Plush Patch Drawstring Hood Tunic Hoodie Green XS,Allegra K,Women,9,10.4,23.86
2302,Fashion Hoodies & Sweatshirts,Women's Fine Interlock Sleeveless Hoody,Blanks Plus,Women,1,12.46,25.95
2303,Fashion Hoodies & Sweatshirts,Mod-O-Doc Women's Sherpa Zip Hoodie,Mod-O-Doc,Women,7,43.94,87.89
2304,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeve Lettern Pattern Plush Patch Hood Outwear Pureple XS,Allegra K,Women,9,11.36,23.82
2305,Fashion Hoodies & Sweatshirts,Volcom Juniors Moclov Crew Hoodie,Volcom,Women,4,19.91,43.95
2306,Fashion Hoodies & Sweatshirts,District Threads DT241 Juniors Slub V-Neck Hoodie,District Threads,Women,8,11.32,22.83
2307,Fashion Hoodies & Sweatshirts,O'Neill Juniors December Hoodie,O'Neill,Women,8,21.2,50
2308,Fashion Hoodies & Sweatshirts,Comfort Colors by Chouinard Women's Drawstring Waist Fleece Pants. 1599,Comfort Colors,Women,10,9.03,18.02
2309,Fashion Hoodies & Sweatshirts,Allegra K Women Long Raglan Sleeve Cartoon Pattern Zipper Up Hoodie Sweatshirt S,Allegra K,Women,9,10.9,22.1
2310,Fashion Hoodies & Sweatshirts,Allegra K Ladies Light Gray Pullover Solid Color Long Sleeve Textured Warm Hoodie XS,Allegra K,Women,9,10.33,22.22
2311,Fashion Hoodies & Sweatshirts,Allegra K Woman Long Sleeve Fishbone Print Hoodie Fall Sweatshirt Black M,Allegra K,Women,9,9.67,22.03
2312,Fashion Hoodies & Sweatshirts,Anna-Kaci S/M Fit Brown Large Leopard Spots Printed Open Draped Hoodie Jacket,Anna-Kaci,Women,7,10.1,21.9
2313,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeves Front Zipper Hooded Patchwork Coat Light Grey S,Allegra K,Women,9,9.48,21.99
2314,Fashion Hoodies & Sweatshirts,Green Tea Women's Zip UP Jacket - Navy - Small,Green Tea,Women,7,7.9,15.95
2315,Fashion Hoodies & Sweatshirts,Girls Brown Cotton Slub Zipper Hoodie Light Weight Jacket,FineBrandShop,Women,7,8.59,17.5
2316,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeve Wrap Back Ribbed Hem Plush Hoodie Coat Black XS,Allegra K,Women,9,9.71,19.26
2317,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeve Zip Closure Front Ribbed Hem Plush Tunic Coat Beige XS,Allegra K,Women,9,9.08,19.08
2318,Fashion Hoodies & Sweatshirts,Allegra K Ladies Front Kangaroo Pocket Long Sleeve Pullover Fall Hoodie Coffee Color S,Allegra K,Women,9,7.87,18.61
2319,Fashion Hoodies & Sweatshirts,Allegra K Dark Gray Ribbed Hem Long Sleeve Zipped Jacket Hooded Coat for Woman S,Allegra K,Women,9,9.64,18.53
2320,Fashion Hoodies & Sweatshirts,?Ã¿Long Sleeve Striped V-Neck Hoodie Pullover,Annabelle,Women,5,7.03,14.5
2321,Fashion Hoodies & Sweatshirts,Roxy Women's Pearl Drive Short Sleeve Hoodie Black Y474579F-BLK,Roxy,Women,2,15.31,31.96
2322,Fashion Hoodies & Sweatshirts,Allegra K Women Pullover Cute Kangaroo Pockets Long Sleeve Hoodie Coat Medium Blue XS,Allegra K,Women,9,9.18,18.4
2323,Fashion Hoodies & Sweatshirts,Brown Ladies Fleece Hoodie Zipper Jacket,FineBrandShop,Women,7,7.07,16.75
2324,Fashion Hoodies & Sweatshirts,Long Sleeve Striped V-Neck Hoodie Pullover,Annabelle,Women,5,7.47,14.5
2325,Fashion Hoodies & Sweatshirts,Woodleigh Women's Two Tone Crochet Hoodie,Woodleigh,Women,6,54,123
2326,Fashion Hoodies & Sweatshirts,WeSC Women's Overlay Sweatshirt,WESC,Women,7,30.35,60.95
2327,Fashion Hoodies & Sweatshirts,Tokidoki Stella Hoodie Junior,Tokidoki,Women,6,32.98,66.5
2328,Fashion Hoodies & Sweatshirts,Tokidoki Iconico Zipper Hoodie Junior,Tokidoki,Women,6,31.05,69
2329,Fashion Hoodies & Sweatshirts,Allegra K Ladies Long Sleeve Zip Closure Front Waist Length Hoodie Coat Light Gray XS,Allegra K,Women,9,8.77,17.26
2330,Fashion Hoodies & Sweatshirts,American Apparel Unisex Tri-Blend Hoodie,American Apparel,Women,8,25.19,51
2331,Fashion Hoodies & Sweatshirts,Tri-Mountain Womens 100%Poly Micro Fleece long sleeve ULTRA COOL jacket with hood.,Tri-Mountain,Women,1,35.19,67.93
2332,Fashion Hoodies & Sweatshirts,Allegra K Purple Ribbed Cuffs Zipped Hoodie Jackets for Ladies XS,Allegra K,Women,9,7.87,16.53
2333,Fashion Hoodies & Sweatshirts,Allegra K Women Batwing Sleeve Zip Up Front Loose Hoodie Coat Black S,Allegra K,Women,9,7.7,16.38
2334,Fashion Hoodies & Sweatshirts,Fresh Laundry Women's Long Sleeve Hoodie,Fresh Laundry,Women,3,46.11,106
2335,Fashion Hoodies & Sweatshirts,Allegra K Fuchsia Button Closure Floral Lining Hood Vest XS for Lady,Allegra K,Women,9,6.36,14.29
2336,Fashion Hoodies & Sweatshirts,Allegra K Light Gray Zip up Bear Design Hoodie Sweatshirt S for Women,Allegra K,Women,9,6.83,14.6
2337,Fashion Hoodies & Sweatshirts,tokidoki X Marvel Women Retro Spidey Dark Red Hoody,Tokidoki,Women,6,29.32,64.3
2338,Fashion Hoodies & Sweatshirts,Allegra K Women Long Sleeve Zipper Super Cute Bowknot Decor Hoodie Coat White XS,Allegra K,Women,9,6.73,14.38
2339,Fashion Hoodies & Sweatshirts,Juicy Couture Velour Zip Bling Hoodie French Press Sweatshirt,Juicy Couture,Women,6,43.84,96.99
2340,Fashion Hoodies & Sweatshirts,Allegra K Ribbed Hem Cuff Letters Printed Hooded Sweatshirt Sz XS,Allegra K,Women,9,6.73,14.03
2341,Fashion Hoodies & Sweatshirts,Harajuku Lovers Expensive Taste Bar Code Hoodie,HARAJUKU LOVERS,Women,3,39.61,82
2342,Fashion Hoodies & Sweatshirts,Allegra K Lady Raglan Sleeve Letter Pattern Pocket Hoodie Red XS,Allegra K,Women,9,6.37,13.11
2343,Fashion Hoodies & Sweatshirts,neff Juniors Adventure,NEFF,Women,5,30.52,70
2344,Fashion Hoodies & Sweatshirts,Junk Food Love Pullover Hoodie,Junk Food,Women,6,23.05,51
2345,Fashion Hoodies & Sweatshirts,Fresh Laundry Women's Plus-Size Hoodie,Fresh Laundry,Women,3,43.34,86
2346,Fashion Hoodies & Sweatshirts,Allegra K Woman Yoga Tennis Golf Long Sleeve Zip Up Casual Hoodie Jacket Coat S,Allegra K,Women,9,6.17,12.57
2347,Fashion Hoodies & Sweatshirts,Allegra K Ladies Front Opening Hoodie Long Sleeve Textured Spring Thin Coat Blue XS,Allegra K,Women,9,5.83,12.2
2348,Fashion Hoodies & Sweatshirts,American Apparel Unisex Classic Pullover Hoodie,American Apparel,Women,8,22.8,50
2349,Fashion Hoodies & Sweatshirts,QSW Women's Sand Dunes Hoodie Sweater,QSW,Women,1,38.47,84
2350,Fashion Hoodies & Sweatshirts,neff Juniors Visty,NEFF,Women,5,26.88,60
2351,Fashion Hoodies & Sweatshirts,Jack Women's Anders Jacket,Jack,Women,7,37.42,75
2352,Fashion Hoodies & Sweatshirts,Three Dots Women's Pullover Hoodie,Three Dots,Women,4,31.11,64.95
2353,Fashion Hoodies & Sweatshirts,Tri-Mountain Womens 100% polyester fleece fully placket sleeveless hooded jacket.,Tri-Mountain,Women,1,19.6,42.43
2354,Fashion Hoodies & Sweatshirts,Nomis Cozy Hoodie Sherpa Lined Grey Women's Sz S,Nomis,Women,2,18.68,42.95
2355,Fashion Hoodies & Sweatshirts,Allegra K Women Hooded Zip Up Dolman Sleeve Loose Thin Coat Amaranth Pink XS,Allegra K,Women,9,5.49,10.73
2356,Fashion Hoodies & Sweatshirts,Allegra K Lady Zip Up Front Long Sleeve Side Pockets Casual Hoodie Watermelon Red XS,Allegra K,Women,9,5.32,11.25
2357,Fashion Hoodies & Sweatshirts,Mod-O-Doc Women's Crochet Crop Zip Hoodie,Mod-O-Doc,Women,7,42.24,82.5
2358,Fashion Hoodies & Sweatshirts,Twisted Heart Womens Terry Harlow Hoodie,Twisted Heart,Women,3,51.41,112
2359,Fashion Hoodies & Sweatshirts,Allegra K Long Sleeve Zip Up Front Womenwear Waist Length Hoodie White XS,Allegra K,Women,9,5.19,12.1
2360,Fashion Hoodies & Sweatshirts,Allegra K Women Zip up Hooded Long Sleeve Autumn Coat Sky Blue XS,Allegra K,Women,9,3.97,8.88
2361,Fashion Hoodies & Sweatshirts,Fox Racing Women's Explosive Clean Zip-Up Hoodie,Fox Racing,Women,7,28.2,63.95
2362,Fashion Hoodies & Sweatshirts,Allegra K Women Scoop Neck Bats Sleeve Montage Short Chiffon Coat Light Blue XS,Allegra K,Women,9,4.74,9.56
2363,Fashion Hoodies & Sweatshirts,Anne Klein Sport Zip-Up Jacket (Silver Grey; Large),Anne Klein,Women,2,12.13,24.95
2364,Fashion Hoodies & Sweatshirts,Jones New York Women's Petite Sleeveless Blouse,Jones New York,Women,3,33.28,64
2365,Fashion Hoodies & Sweatshirts,O'Neill Juniors Helix Hoodie,O'Neill,Women,8,24.7,49.5
2366,Fashion Hoodies & Sweatshirts,Mango Women's Studded Shoulders Sweatshirt - Savoy,MANGO,Women,9,16.92,39.99
2367,Fashion Hoodies & Sweatshirts,Fox Womens Side Swipe Fur Hoodie,Fox,Women,6,22.88,51.99
2368,Fashion Hoodies & Sweatshirts,Rip Curl Juniors Sunshine State Zip Up Hoodie,Rip Curl,Women,1,24.8,51.99
2369,Fashion Hoodies & Sweatshirts,Roxy Juniors Stargaze Hoody Sweater,Roxy,Women,2,24.8,57.95
2370,Fashion Hoodies & Sweatshirts,Hurley Juniors Watercon YC Zip Fleece Hoodie,Hurley,Women,1,22.23,45
2371,Fashion Hoodies & Sweatshirts,Roxy Women's Multi-Colored Wanderer Hoodie With Tied In V-Neck String,Roxy,Women,2,18.09,42.98
2372,Fashion Hoodies & Sweatshirts,Michael Stars Women's Elbow Sleeve V-Neck Hoodie,Michael Stars,Women,1,14.54,33.89
2373,Fashion Hoodies & Sweatshirts,Fox Womens Juniors Dreamer Pullover,Fox,Women,6,18.4,38.99
2374,Fashion Hoodies & Sweatshirts,Splendid Women's Mock Twist Hooded Pull Over,Splendid,Women,10,15.42,33.53
2375,Fashion Hoodies & Sweatshirts,Roxy Juniors Glacier Hoodie,Roxy,Women,2,17.52,34.98
2376,Fashion Hoodies & Sweatshirts,G by GUESS Eyere Jacket,G by GUESS,Women,3,25,49.5
2377,Fashion Hoodies & Sweatshirts,American Apparel Unisex California Fleece Thermal-Lined London Hoodie,American Apparel,Women,8,25.6,54
2378,Fashion Hoodies & Sweatshirts,Paul Frank Julius Monkey Winter Earmuff Hat Beanie Hoodie Buddie Sweater Jacket - Brown,Paul Frank,Women,1,24.19,48
2379,Fashion Hoodies & Sweatshirts,Unionbay Juniors Space Dye Amanda Hoodie,UNIONBAY,Women,5,16.13,32
2380,Fashion Hoodies & Sweatshirts,Foursquare Insulated Hoodie El Crisp Polo Stripe Womens,FOURSQUARE,Women,3,12.48,28.96
2381,Fashion Hoodies & Sweatshirts,allen allen Women's 3/4 Sleeve Ruched Hoodie Sweater,Allen Allen,Women,7,24.55,56.69
2382,Fashion Hoodies & Sweatshirts,Izod Collegiate Women's Hoodie -LSU,IZOD,Women,4,15.24,34.95
2383,Fashion Hoodies & Sweatshirts,American Apparel Unisex Flex Fleece Raglan Pullover Hoodie,American Apparel,Women,8,21.12,48
2384,Fashion Hoodies & Sweatshirts,Quiksilver Original Hoodie,Quiksilver,Women,9,13.77,29.99
2385,Fashion Hoodies & Sweatshirts,tokidoki 80's Retro Women's Hoodie,Tokidoki,Women,6,17.92,40
2386,Fashion Hoodies & Sweatshirts,American Apparel Unisex Shag Fleece Zip Hoodie,American Apparel,Women,8,21.67,46
2387,Fashion Hoodies & Sweatshirts,American Apparel Unisex California Fleece X-Colour Hoodie,American Apparel,Women,8,19.54,44
2388,Fashion Hoodies & Sweatshirts,Three-quarter Sleeved Sweatshirt,Orvis,Women,8,32.15,69
2389,Fashion Hoodies & Sweatshirts,Nomis Stacey Hooded Cardigan Sweater - Women's,Nomis,Women,2,21.96,43.66
2390,Fashion Hoodies & Sweatshirts,Whisper-soft Hoodie,Orvis,Women,8,34.71,69
2391,Fashion Hoodies & Sweatshirts,American Apparel Unisex Poplin Hooded Zip Jacket,American Apparel,Women,8,16.53,38
2392,Fashion Hoodies & Sweatshirts,Roxy Women's Field Trip Fleece Full Zip Long Sleeve Y474658F-PRT,Roxy,Women,2,29.58,68.96
2393,Fashion Hoodies & Sweatshirts,Joe's Jeans Women's Nouveau Sweater,Joe's Jeans,Women,6,48.67,97.33
2394,Fashion Hoodies & Sweatshirts,Claeson Women's Color Splash Hoodie Sweatshirt,Claeson,Women,1,54.74,127
2395,Fashion Hoodies & Sweatshirts,55DSL Juniors Freckles Hoodie,55DSL,Women,6,38.1,75
2396,Fashion Hoodies & Sweatshirts,Roxy Women's Tahitian Hoodie Pull Over Sweatshirt Navy Blue YRXP01GC-C13,Roxy,Women,2,13.97,26.96
2397,Fashion Hoodies & Sweatshirts,Roxy Women's Alps Sun Loved Full Zip Up Hoodie White 474671-WAK,Roxy,Women,2,15.15,33.97
2398,Fashion Hoodies & Sweatshirts,Nation LTD Women's Pomona Shimmer Sweatshirt,Nation LTD,Women,2,17.47,34.26
2399,Fashion Hoodies & Sweatshirts,Sauce Hockey Signing Bonus Womens Hoodie. Grey. Large. Hockey Apparel. F11W1001,Sauce,Women,1,20.69,39.95
2400,Fashion Hoodies & Sweatshirts,Two Dog Island Women's Thermal Hoodie Top,Two Dog Island,Women,5,31.36,61.5
2401,Fashion Hoodies & Sweatshirts,Juicy Couture Velour Hoodie Sugary Pink,Juicy Couture,Women,6,40.32,89.99
2402,Fashion Hoodies & Sweatshirts,Juicy Couture Weathered Stone Velour Zip Hoodie,Juicy Couture,Women,6,38.96,79.99
2403,Fashion Hoodies & Sweatshirts,Volcom Women's Head Trip Utility Jacket,Volcom,Women,4,35.86,69.5
2404,Fashion Hoodies & Sweatshirts,Roxy Women's Deer Creek Zip Up Hoodie Blue 474667-IND,Roxy,Women,2,15.86,33.97
2405,Fashion Hoodies & Sweatshirts,Juicy Couture Perfume Pink Velour Zip Solid Hoodie,Juicy Couture,Women,6,37.36,79.99
2406,Fashion Hoodies & Sweatshirts,Billabong Women's Fleece Zip Up Hoodie Cherry 617740-CHY,Billabong,Women,9,21.11,41.96
2407,Fashion Hoodies & Sweatshirts,Roxy Women's Slopes Fleece Lined Hoodie Black 474688-BLK,Roxy,Women,2,27.17,56.96
2408,Fashion Hoodies & Sweatshirts,Juicy Couture Lilac Sky Velour Zip Hoodie,Juicy Couture,Women,6,39.28,79.99
2409,Fashion Hoodies & Sweatshirts,bebe Logo Grey Hoodie,bebe,Women,10,40.21,79
2410,Fashion Hoodies & Sweatshirts,Rusty Blizzard Plum Juniors Full Zip Puffer Hoodie Jacket,Rusty,Women,6,36.04,78
2411,Fashion Hoodies & Sweatshirts,Juicy Couture Velour Zip Hoodie Clear Sky,Juicy Couture,Women,6,39.87,89.99
2412,Fashion Hoodies & Sweatshirts,Juicy Couture Hushed Mulberry Pink Velour Zip Solid Hoodie,Juicy Couture,Women,6,35.76,79.99
2413,Fashion Hoodies & Sweatshirts,Juicy Couture Pink Velour Cerise Collegiate Hoodie,Juicy Couture,Women,6,59.7,117.99
2414,Fashion Hoodies & Sweatshirts,Affliction Black Premium - Womens Hectic Sweater In Black,Affliction,Women,9,54.51,107.95
2415,Fashion Hoodies & Sweatshirts,Fox Inherent Jacket,Fox,Women,6,45.67,99.5
2416,Fashion Hoodies & Sweatshirts,Women`s Columbia Falls II Hoodie,Columbia,Women,6,10.71,22.5
2417,Fashion Hoodies & Sweatshirts,Hurley Women's St. Lucias Fleece Pullover,Hurley,Women,1,31.83,64.95
2418,Active,Pink Lotus Women's Paramount Flare,Pink Lotus,Women,5,32.99,78
2419,Active,Pink Lotus Women's Tied and True Wrap,Pink Lotus,Women,5,38.72,84
2420,Active,SOLOW Women's Fold Over Short,SOLOW,Women,5,17.32,40
2421,Active,True Religion Women's Lonestar Marissa Sweatpants Cream White,True Religion,Women,7,33.73,84.97
2422,Active,Thorlo Unisex Experia Running Sock,Thorlo,Women,6,7.1,15.99
2423,Active,Champion Women's Cotton Fitness Bra,Champion,Women,2,8.23,22
2424,Active,Columbia Women's Benton Springs Vest,Columbia,Women,6,18.59,45
2425,Active,The North Face Apex Bionic Soft Shell Jacket - Women's,The North Face,Women,3,138.29,308
2426,Active,adidas Women's Tiro 11 Training Pant,adidas,Women,4,17.51,45
2427,Active,Columbia Women's Fast Trek Ii Full Zip Fleece Jacket,Columbia,Women,6,21.55,50
2428,Active,Glamorise Women's No Bounce Full Support Sport Bra,Glamorise,Women,6,19.66,44.99
2429,Active,Mountain Hardwear Women's Monkey Woman Jacket,Mountain Hardwear,Women,7,68.48,160
2430,Active,Smartwool Women's Snowflake Fairisle Sock,SmartWool,Women,2,9.53,20.95
2431,Active,Fold Over Cotton Spandex Lounge Pants,Zenana,Women,2,8.52,19.99
2432,Active,Injinji Performance Lightweight No Show,Injinji,Women,1,5.71,12.25
2433,Active,Columbia Women's Mercury Maven II Jacket,Columbia,Women,6,51.93,132.48
2434,Active,Moving Comfort Women's Fiona Bra,Moving Comfort,Women,3,22.53,48.98
2435,Active,Smartwool Women's Jovian Stripe Sock,SmartWool,Women,2,6.56,17.05
2436,Active,Champion Women's Training Tee,Champion,Women,2,9.48,22
2437,Active,ToeSox Half Toe Yoga/Pilates Toe Socks With Grips,ToeSox,Women,9,11.52,27.82
2438,Active,Russell Athletic Women's Dri-Power Fleece Mid Rise Pant,Russell Athletic,Women,9,10.47,26.99
2439,Active,Duofold Women's Silkweight Pant,Duofold,Women,10,9.64,22.79
2440,Active,Champion Women's Eco Fleece Jacket,Champion,Women,2,19.1,46.94
2441,Active,Smartwool Women's Arabica Stripe Knee Sock,SmartWool,Women,2,14.16,33.95
2442,Active,Spalding Women's Capri Legging,Spalding,Women,1,10.15,25
2443,Active,Smartwool Women's PhD Ski Medium Sock,SmartWool,Women,2,12.09,25.95
2444,Active,Champion Women's Double Dry Fitness Tee,Champion,Women,2,11.75,25
2445,Active,Danskin Women's Ankle Legging,Danskin,Women,2,12.25,27.22
2446,Active,Columbia Sportswear Women's Tamiami II Long Sleeve Shirt,Columbia,Women,6,21.73,52.99
2447,Active,Under Armour Women's Tech Short Sleeve T,Under Armour,Women,10,11.67,26.23
2448,Active,Champion Women's Eco Fleece Hoodie,Champion,Women,2,14.9,39
2449,Active,Moving Comfort Women's Maia Bra,Moving Comfort,Women,3,20.88,46
2450,Active,Champion Women's Shape T-Back Sports Bra,Champion,Women,2,22.7,55.5
2451,Active,Panache Women's Underwired Sports Bra,Panache,Women,6,28.08,68
2452,Active,Smartwool NEW Women's PhD Running Light Micro with ReliaWool,SmartWool,Women,2,9.53,24
2453,Active,Russell Athletic Women's Dri-Power Fleece Full Zip Hooded Jacket,Russell Athletic,Women,9,16.34,37.99
2454,Active,Duofold Women's Mid Weight Wicking Bottom,Duofold,Women,10,7.4,18
2455,Active,Billabong Women's Check Your Booty Jacket,Billabong,Women,9,87.78,199.95
2456,Active,Champion Women's Absolute Workout Bra,Champion,Women,2,11.08,24.56
2457,Active,Duofold Women's Mid Weight Wicking Crew Shirt,Duofold,Women,10,6.24,16.08
2458,Active,Champion Women's Absolute Workout Capri,Champion,Women,2,15.2,40
2459,Active,Capezio Women's Low Rise Ankle Legging,Capezio,Women,1,9.14,24.5
2460,Active,Columbia Sportswear Women's Fern Creek Vest,Columbia,Women,6,22.95,49.99
2461,Active,Port Authority LP79 Ladies R-Tek Fleece Vest,Port Authority,Women,6,27.72,60
2462,Active,Champion Women's Powerback Under Wire Sports Bra,Champion,Women,2,19.96,46
2463,Active,Cuddle Duds Women's Climatesmart Top,Cuddl Duds,Women,1,15.04,32
2464,Active,Columbia Women's Glacial Fleece Iii 1/2 Zip Jacket,Columbia,Women,6,20.48,45
2465,Active,Gold Toe Women's 3-Pack Comfort Crew Athletic Sock,Gold Toe,Women,7,3.97,10
2466,Active,Champion Women's Vented Sports Bra,Champion,Women,2,14.91,32
2467,Active,Womens Cotton Spandex Fitness Yoga Pant,Bella,Women,4,12.15,29.99
2468,Active,Alki'i Junior Womens lounge/workout/gym/yoga pants,Alki'i,Women,1,5.73,14.99
2469,Active,Women's The North Face Half Dome Hoodie Sweatshirt Graphite Grey/Teaberry Pink,The North Face,Women,3,144.45,308
2470,Active,Duofold Women's Silkweight Long Sleeve V-Neck Shirt,Duofold,Women,10,9.64,22.36
2471,Active,Champion Women's Training Tank,Champion,Women,2,9.96,24
2472,Active,Rampage Leopard Band Yoga Pant,Rampage,Women,4,5.75,14
2473,Active,Mountain Hardwear Women's Pyxis Jacket,Mountain Hardwear,Women,7,46.92,111.99
2474,Active,Alki'i 2-Pack Junior Womens lounge/workout/gym/yoga pants,Alki'i,Women,1,10.86,27.99
2475,Active,Champion Women's Dd Semi Fit Pant,Champion,Women,2,18.63,45
2476,Active,Champion Women's Favorite Long Sleeve Tee,Champion,Women,2,9.89,23.17
2477,Active,New Balance Women's Tempo Short Sleeve Tee,New Balance,Women,3,12.41,29
2478,Active,Champion Women's Favorite V-Neck Tee,Champion,Women,2,8.11,21.02
2479,Active,Champion Women's Favorite Jacket,Champion,Women,2,12.89,27.48
2480,Active,ASICS Women's Performance Running Capri Tight,ASICS,Women,1,15.01,36
2481,Active,Anita Women's Extreme Control Sport Bra,Anita,Women,5,34.83,75.07
2482,Active,Capezio Women's Long Sleeve Leotard,Capezio,Women,1,8.25,18.3
2483,Active,Natori Women's Sport Underwire Sport Bra,Natori,Women,2,21.41,48
2484,Active,Thorlo Women's Thick Cushion Hiking Sock,Thorlo,Women,6,5.86,14.99
2485,Active,adidas Women's adiFIT Regular Pant,adidas,Women,4,27.18,59.99
2486,Active,Champion Women's Eco Fleece Closed Bottom Pant,Champion,Women,2,15.01,33.07
2487,Active,Capezio Women's Princess Tank Leotard,Capezio,Women,1,10.48,22.64
2488,Active,Capezio Women's Short Sleeve Leotard,Capezio,Women,1,8.62,21.5
2489,Active,Moving Comfort Women's Juno Bra,Moving Comfort,Women,3,22.68,56
2490,Active,Smartwool Women's Midweight Crew Shirt,SmartWool,Women,2,35.63,95
2491,Active,Champion Women's The Cami Bra,Champion,Women,2,13.05,28.8
2492,Active,Champion Women's Woven Sport Short,Champion,Women,2,10.13,25
2493,Active,ASICS Women's Intensity Low Sock,ASICS,Women,1,5.71,13.65
2494,Active,MJ Soffe Juniors Football Capri,MJ Soffe,Women,1,10.39,26.99
2495,Active,Capezio Women's Low Rise Boy Cut Short,Capezio,Women,1,8.71,22
2496,Active,Champion Women's Seamless Reversible Sports Bra,Champion,Women,2,11.02,26
2497,Active,Hot Chillys Women's Peach Skins Solid T-Neck Shirt,Hot Chillys,Women,3,18.08,40
2498,Active,Champion Women's Eco Fleece Crewneck Fleece,Champion,Women,2,11.39,28.19
2499,Active,MJ Soffe Adult's Athletic Short,MJ Soffe,Women,1,3.32,7.99
2500,Active,Wacoal Women's Sport Bra   #855170,Wacoal,Women,8,27.69,65
2501,Active,Shock Absorber Women's Run Sports Bra,Shock Absorber,Women,1,36.34,79
2502,Active,Fox River Military Wick Dry Maximum Mid Calf Boot Sock,Fox River Socks,Women,6,5.9,12.99
2503,Active,Women's Velour Zip Hoodie Tracksuit/SweatsuitÂ,High Style,Women,2,15.05,36.99
2504,Active,Pearl iZUMi Attack Sock 3-Pack,Pearl iZUMi,Women,6,10.57,23.23
2505,Active,Duofold Women's Expedition Weight Bottom Two Layer Thermal Pant,Duofold,Women,10,18,45
2506,Active,Smartwool Women's Snow Swirl Sock,SmartWool,Women,2,6.54,15.99
2507,Active,Puma Women's 3 Pack Non Terry Quarter,PUMA,Women,6,4.6,12
2508,Active,Smartwool Women's PhD Snowboard Medium Sock,SmartWool,Women,2,11.7,25.95
